"Transaction Start Date","Agent","Chat Duration","Teams","Session Name","Chat Closed By","Interactive Chat","Browser","Operating System","Geo","Response Time of Agent","Response time of Visitor","Transaction End Date","Customer Rating","Customer Comment","Transferred Chat","Customer Wait Time","Text"
"6/8/2018 21:31","Pessi","0:09:13","Mobile Service Team","Session:2057187614:21143","Customer","1","c~67.0.3396.99","Mac OS-10.12.6","Australia","0:00:09","0:00:32","6/8/2018 21:40"," "," ","","0:02:17","I am trying to find out a schedule between Orlando and Atlanta in january"
"6/8/2018 21:31","Pessi","0:03:06","Mobile Service Team","Session:2057187615:21119","Representative","","Mobile Safari 11.0","iOS-11.4.1","Australia","0:00:00","0:00:00","6/8/2018 21:34"," "," ","","0:01:50","Is there a late night train after the Bruins Saturday 11/21/15 back to Portland?"
"6/8/2018 21:31","Levina","0:24:13","Mobile Service Team","Session:2057187615:21111","Customer","1","Safari","MacOS","Australia","0:00:35","0:00:29","6/8/2018 22:06"," "," ","","0:02:34","i need a bedroom on the city of new orleans december 9 ,2015"
"6/8/2018 21:31","Sarah","0:13:07","Sales Team","Session:2057187616:17096","System","1","Chrome","MacOS","Australia","0:00:41","0:01:32","6/8/2018 21:44"," "," ","","0:00:21","I need to depart from Charlotte, NC and do not find an cname- stop listed."
"6/8/2018 21:31","Aubrey","0:03:06","Mobile Service Team","Session:2057187618:21075","Representative","","Other","11.4","null","0:00:00","0:00:00","6/8/2018 21:34"," "," ","","0:00:19","I'd like to change my reservations from 354 Wolverine to 364 Blue Water."
"6/8/2018 21:30","Regina","0:25:44","Fixed Service Team","Session:2057187617:1719","Customer","1","c~67.0.3396.99","Windows-7","Australia","0:00:42","0:01:01","6/8/2018 21:59"," "," ","","0:00:39",""
"6/8/2018 21:30","Titos","0:15:31","Mobile Service Team","Session:2057187648:21002","Customer","1","c~68.0.3440.84","Windows-7","India","0:00:50","0:00:27","6/8/2018 21:50","10","Yes Resolved","1","0:02:25","if I purchase a ticket online for someone are they able to pick it up at the station"
"6/8/2018 21:30","Hagen","1:13:21","Sales Team","Session:2057187614:21161","Customer","1","s~11.0.2","Mac OS-10.13.2","Australia","0:01:09","0:01:43","6/8/2018 22:46"," "," ","","0:00:00","trying to find a train station that's close to Enfield N. Carolina going to Willmington DE"
"6/8/2018 21:30","Matilda","0:17:37","Sales Team","Session:2057187640:1712","Customer","1","Chrome","Windows","null","0:01:11","0:01:29","6/8/2018 21:51"," "," ","","0:00:01","if I need to create an cname-.com account, can I do that so it automatically connects to guest rewards account?"
"6/8/2018 21:30","Marie","0:06:52","Mobile Service Team","Session:2057187648:21023","System","1","Other","11.4.1","null","0:00:21","0:00:12","6/8/2018 21:38"," "," ","","0:00:03","I would like to know the statis on it"
"6/8/2018 21:30","KendrickCarl","0:27:30","Business Team","Session:2057187647:21040","Customer","1","Chrome","Windows","Australia","0:01:05","0:01:56","6/8/2018 21:58","0","Did Not Resolve","","0:00:01","Are there hotels/motels near the train station in San Antonio?"
"6/8/2018 21:30","Chris","0:04:00","Mobile Service Team","Session:2057187615:21128","Customer","1","Other","11.3.1","null","0:00:27","0:00:16","6/8/2018 21:34","10","Yes Resolved","","0:00:08","Is our roomette on the upper floor of the train?"
"6/8/2018 21:30","Eleanor","0:14:45","Mobile Service Team","Session:2057187618:21053","System","1","Chrome","MacOS","Australia","0:00:45","0:00:06","6/8/2018 23:36"," "," ","","0:02:04","i am looking to go to Springfield Ma. and I do not know what train goes there directly"
"6/8/2018 21:30","Edsel","0:16:21","Fixed Service Team","Session:2057187615:21130","Customer","1","c~68.0.3440.84","Windows-7","Australia","0:00:48","0:00:26","6/8/2018 21:48"," "," ","1","0:00:02","is there any discount fares"
"6/8/2018 21:30","Berenice","0:20:33","Mobile Technical Team","Session:2057187615:21105","System","1","mobile_safari~11","iOS-11.4.1","Australia","0:01:12","0:00:25","6/8/2018 21:52"," "," ","","0:02:36","I want to make reservations for my daughter and have her pick ticket up in city of her departure,"
"6/8/2018 21:30","Kyler","0:03:06","Mobile Service Team","Session:2057187616:17081","Representative","","Samsung Browser 7.2","Android-7","Australia","0:00:00","0:00:00","6/8/2018 21:34"," "," ","","0:01:59","Can I earn United Mileage Plus miles when booking train trip with cname-?"
"6/8/2018 21:30","Kyler","0:03:06","Mobile Service Team","Session:2057187648:21001","Representative","","Chrome","Windows","Australia","0:00:00","0:00:00","6/8/2018 21:34"," "," ","","0:02:00","got a message about being patient while my bank authenticates the transaction."
"6/8/2018 21:30","Aubrey","0:24:23","Mobile Service Team","Session:2057187614:21153","Customer","1","Other","11.4.1","null","0:00:30","0:01:54","6/8/2018 21:54"," "," ","","0:00:28","in february sometime I would like a roundtrip from Duluth , mn to Phoenix , az"
"6/8/2018 21:30","Chris","0:00:57","Mobile Service Team","Session:2057187640:1708","System","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 21:31"," "," ","","0:00:35","Is there Red Cap Service to assist with bags and pre-boarding if you are waiting in Club Acela?"
"6/8/2018 21:30","Lincoln","0:32:26","Sales Team","Session:2057187618:21069","System","1","Chrome","MacOS","Australia","0:00:43","0:00:53","6/8/2018 22:03"," "," ","","0:00:02","Do schools get a group rate for taking students on the train?"
"6/8/2018 21:30","Saer","0:01:01","Mobile Service Team","Session:2057187615:21117","System","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 21:32"," "," ","","0:01:05","Can you help me find the snow train to reno schedules from California?"
"6/8/2018 21:30","Jocasta","0:40:29","Mobile Service Team","Session:2057187618:21035","System","1","Chrome","Windows","Australia","0:00:52","0:00:35","6/8/2018 22:15"," "," ","1","0:03:31","Lookin for a train from Trenton nj on nov. 25 to Baltimore md bwi station returning Friday nov 27"
"6/8/2018 21:30","Hackett","0:04:06","Sales Team","Session:2057187615:21125","Representative","","mobile_safari~11","iOS-11.4.1","Australia","0:00:00","0:00:00","6/8/2018 21:37"," "," ","","0:00:05","Are there any direct train rides from Paso Robles to Oakland without changes to a bus"
"6/8/2018 21:30","Zay","0:03:05","Mobile Technical Team","Session:2057187647:20994","Representative","","Chrome 68.0.3440.85","Android-7","UNKNOWN","0:00:00","0:00:00","6/8/2018 21:34"," "," ","","0:03:52","If I book and train but run late and take the next train, is there a fare difference?"
"6/8/2018 21:30","Saphira","0:03:05","Mobile Technical Team","Session:2057187640:1692","Representative","","Chrome 67.0.3396.87","Android-8.0","Australia","0:00:00","0:00:00","6/8/2018 21:33"," "," ","","0:03:51","I need to pay for my mom's tickets,"
"6/8/2018 21:30","Saphira","0:07:09","Mobile Technical Team","Session:2057187647:20988","Representative","1","Other","Android 6.0.1","null","0:00:35","0:00:50","6/8/2018 21:37"," "," ","","0:04:40","do all trains heading for milwaukee, wi stop at the cname- Mitchell airport depot?"
"6/8/2018 21:30","Dawn","0:03:54","Sales Team","Session:2057187616:17091","Customer","1","Safari","MacOS","Australia","0:01:16","0:00:25","6/8/2018 21:35","10","No question","","0:00:01","looking for hot deal from penn station new york to amarillo texas"
"6/8/2018 21:30","Genie","0:03:05","Mobile Service Team","Session:2057187648:21009","Representative","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 21:36"," "," ","","0:01:04","how long does it take to travel from red wing mn to kissimmee, fl and how much does it cost for 2 adults 2 children?"
"6/8/2018 21:30","Priscilla","0:15:07","Sales Team","Session:2057187616:17088","System","1","s~11.1.1","Mac OS-10.13.5","Australia","0:00:39","0:00:50","6/8/2018 21:45"," "," ","","0:00:36","If I miss my train can I use my ticket and catch the next one?"
"6/8/2018 21:30","Kinger","0:03:06","Mobile Service Team","Session:2057187615:21109","Representative","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 21:34"," "," ","","0:01:33","How can I find out is someone is on the train or not?"
"6/8/2018 21:30","Karren","0:19:26","Mobile Service Team","Session:2057187617:1713","Customer","1","Other","Android 8.0.0","null","0:00:56","0:00:37","6/8/2018 21:51","10","Yes Resolved","","0:00:56","I am unable to add return date to cart. "
"6/8/2018 21:29","Clarissa","0:03:05","Mobile Technical Team","Session:2057187648:20968","Representative","","Other","MacOS","Australia","0:00:00","0:00:00","6/8/2018 21:33"," "," ","","0:04:53","can you tell me if the station at Helper Utah is a manned station"
"6/8/2018 21:29","Vinson","0:03:22","Sales Team","Session:2057187647:21028","Customer","1","Other","Linux","Australia","0:02:14","0:00:33","6/8/2018 21:33"," "," ","","0:00:28","what does the exclamation mark inside of a red symbol mean when next to a station when making a reservation ??"
"6/8/2018 21:29","Parvathala","0:15:27","Sales Team","Session:2057187618:21064","System","1","Chrome","Linux","null","0:00:23","0:01:51","6/8/2018 21:51"," "," ","","0:00:01","Can he change it for the same train with no additional charges"
"6/8/2018 21:29","Paisley","0:03:06","Mobile Service Team","Session:2057187647:21016","Representative","","Other","Linux","null","0:00:00","0:00:00","6/8/2018 21:33"," "," ","","0:01:12","Do I have to have my ID to get on the train or can I use my social security card"
"6/8/2018 21:29","Lora","0:22:22","Mobile Service Team","Session:2057187614:21150","System","1","c~67.0.3396.99","Windows-10","Australia","0:00:35","0:00:37","6/8/2018 22:08"," "," ","1","0:00:10","I asked to reset my password but didn't get an email. "
"6/8/2018 21:29","Zorro","0:16:05","Mobile Service Team","Session:2057187647:21022","Customer","1","Other","10.3.3","null","0:00:45","0:01:19","6/8/2018 21:48"," "," ","","0:00:39","NEED A ROUND TRIP TICKET FROM NEW CARROLLLTON TO PENN STATION LEAVING THURDAY RETURNING FRIDAY"
"6/8/2018 21:29","Alex","0:15:30","Sales Team","Session:2057187614:21149","Representative","1","Chrome","Windows","null","0:00:33","0:00:33","6/8/2018 21:45"," "," ","","0:00:00","what is cost of train ride from Brunswick ,me. to boston, ma.?"
"6/8/2018 21:29","Zorro","0:12:10","Mobile Service Team","Session:2057187618:21052","System","1","Other","11.4.1","null","0:02:16","0:00:09","6/8/2018 21:47"," "," ","","0:01:00","it keeps telling me no routes available"
"6/8/2018 21:29","Alicia","0:48:38","Fixed Technical Team","Session:2057187618:20963","Customer","1","c~68.0.3440.84","Windows-10","Australia","0:00:37","0:01:49","6/8/2018 22:20","0","Did Not Resolve","","0:09:38","what is the closest train station in columbus oh"
"6/8/2018 21:29","Braxton","0:03:05","Mobile Service Team","Session:2057187616:17078","Representative","","Other","Linux","null","0:00:00","0:00:00","6/8/2018 21:36"," "," ","","0:01:19","How do I enter a trip already taken?"
"6/8/2018 21:29","Blanche","0:10:54","Mobile Service Team","Session:2057187648:21000","System","1","Other","11.4.1","null","0:00:42","0:00:27","6/8/2018 21:40"," "," ","","0:01:00","when is the first bus or train out of Champaign-Urbana IL to Springfield IL on November 19, 2015?"
"6/8/2018 21:29","Savannah","0:08:45","Fixed Service Team","Session:2057187640:1700","Customer","1","Chrome","Windows","Australia","0:00:28","0:00:40","6/8/2018 21:39"," "," ","","0:01:07","Do you know what #s I use off of my AAA card?"
"6/8/2018 21:29","Ernesha","0:04:59","Mobile Service Team","Session:2057187614:21137","System","1","Other","Linux","null","0:01:07","0:00:54","6/8/2018 21:46"," "," ","","0:00:58","Can I cancel one of them"
"6/8/2018 21:29","Christopher","0:51:32","Fixed Service Team","Session:2057187647:21014","Customer","1","c~67.0.3396.99","Windows-10","Australia","0:00:45","0:00:33","6/8/2018 22:21"," "," ","1","0:01:08","Can conceal and carry permit holder bring a gun on the train?"
"6/8/2018 21:29","Cedric","0:25:13","Mobile Service Team","Session:2057187615:21106","System","1","Other","Android 6.0","null","0:01:01","0:01:09","6/8/2018 21:55"," "," ","","0:01:14","he site says no train service matching my request. "
"6/8/2018 21:29","Cedric","0:03:06","Mobile Service Team","Session:2057187614:21133","Representative","","Other","MacOS","Australia","0:00:00","0:00:00","6/8/2018 21:33"," "," ","","0:01:26","How do I apply it to a purchase?"
"6/8/2018 21:29","Misty","0:03:05","Mobile Service Team","Session:2057187616:17079","Representative","","Other","Linux","null","0:00:00","0:00:00","6/8/2018 21:32"," "," ","","0:00:52","why can I not get a route from Salem, Or to Leavenworth, Wa"
"6/8/2018 21:29","Dolly","0:38:43","Mobile Service Team","Session:2057187614:21146","Customer","1","Other","MacOS","Australia","0:00:44","0:00:31","6/8/2018 22:09","10","No question","1","0:00:34","Cannot find how to enter reservation number on website."
"6/8/2018 21:29","Rovina","0:50:02","Fixed Service Team","Session:2057187618:21059","Representative","1","s~11.1.2","Mac OS-10.12.6","Australia","0:00:46","0:02:00","6/8/2018 22:19"," "," ","1","0:00:04","if i buy a flexible ticket can i take an earlier train if needed?"
"6/8/2018 21:29","Adley","0:03:07","Fixed Service Team","Session:2057187616:17086","Representative","","Other","MacOS","Australia","0:00:00","0:00:00","6/8/2018 21:32"," "," ","","0:00:00","What does the red triangle with exclamation mark mean in front of train number"
"6/8/2018 21:29","Clarissa","0:00:48","Mobile Technical Team","Session:2057187647:20979","System","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 21:30"," "," ","","0:04:25","how can i pay online for a confirmation #, and pay only 1/2 of it...."
"6/8/2018 21:29","Jessy","0:20:04","Sales Team","Session:2057187618:21058","System","1","Chrome","MacOS","Australia","0:00:56","0:00:41","6/8/2018 21:52"," "," ","","0:00:00","Im not gonna do this trip anymore"
"6/8/2018 21:29","Meghan","0:35:41","Fixed Service Team","Session:2057187615:21019","Customer","1","Other","MacOS","Australia","0:00:44","0:00:56","6/8/2018 22:10"," "," ","1","0:09:18","I just put credit card info in to purchase ticket and then I received an error message"
"6/8/2018 21:29","Chris","0:01:13","Mobile Service Team","Session:2057187618:21046","System","","Other","Linux","null","0:00:00","0:00:00","6/8/2018 21:30"," "," ","","0:01:04","he's in Whittier NC and I'm in Baton Rouge LA. "
"6/8/2018 21:29","Aristotle","0:15:15","Mobile Service Team","Session:2057187615:21103","System","1","Other","Android 8.0.0","null","0:00:50","0:01:01","6/8/2018 21:53"," "," ","","0:01:09","BEFORE A VOCHER EXPIRES CAN YOU BOOK YOUR TRIP ON THE EXPIRATION DATE?"
"6/8/2018 21:29","Lora","0:03:06","Mobile Service Team","Session:2057187615:21097","Representative","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 21:36"," "," ","","0:01:43","This says the eTicket was attached with my receipt but I didn't receive either one."
"6/8/2018 21:29","Lora","0:03:06","Mobile Service Team","Session:2057187648:20990","Representative","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 21:36"," "," ","","0:01:45"," How can I get this changed"
"6/8/2018 21:29","Dieter","0:44:00","Mobile Service Team","Session:2057187618:21041","Customer","1","Other","11.4.1","null","0:00:44","0:00:27","6/8/2018 22:16"," "," ","","0:01:35","I have tickets in my cart how do I pay and checkout?"
"6/8/2018 21:29","Vincy","0:03:06","Mobile Service Team","Session:2057187617:1706","Representative","","Other","11.4.1","null","0:00:00","0:00:00","6/8/2018 21:32"," "," ","","0:01:12","I am trying to find a train to take from Fullerton CA to Sorrento Valley San Diego."
"6/8/2018 21:28","Isaiah","0:37:07","Mobile Technical Team","Session:2057187648:20962","System","1","c~68.0.3440.84","Mac OS-10.13.4","Australia","0:01:08","0:01:03","6/8/2018 22:08"," "," ","","0:04:25","how long does it take to get to los angelis from new york in ten days"
"6/8/2018 21:28","Reese","0:19:10","Mobile Technical Team","Session:2057187617:1691","Representative","1","Other","11.4.1","null","0:00:25","0:02:53","6/8/2018 21:48"," "," ","","0:05:33","with premium tickets if i have to change my ticket am i able to do so?"
"6/8/2018 21:28","Fiona","0:18:36","Mobile Service Team","Session:2057187647:21006","Representative","1","edge~17.17134","Windows-10","Australia","0:00:43","0:01:13","6/8/2018 21:47"," "," ","","0:01:33","I like to book a reservation with a student discount, "
"6/8/2018 21:28","Joan","0:08:37","Fixed Service Team","Session:2057187614:21142","System","1","Other","10.2.1","null","0:00:55","0:01:30","6/8/2018 21:37"," "," ","","0:00:01","I am looking for the cheapest possible ticket price from the closest station from yazoo city, ms. to stevens point wi."
"6/8/2018 21:28","Ethan","0:34:19","Sales Team","Session:2057187615:21098","System","1","Other","11.3.1","null","0:00:52","0:00:48","6/8/2018 22:06"," "," ","1","0:01:27","I am buying ticket for my son but his name is not showing on ticket"
"6/8/2018 21:28","Dannel","0:41:32","Fixed Service Team","Session:2057187618:21049","System","1","mobile_safari~11","iOS-11.4.1","Australia","0:00:39","0:00:59","6/8/2018 22:10"," "," ","","0:00:31","I need to change the name on a ticket I purchased about 10 minutes ago/"
"6/8/2018 21:28","Ada","0:03:00","Fixed Technical Team","Session:2057187614:21047","System","","Mobile Safari 11.0","iOS-11.4.1","Australia","0:00:00","0:00:00","6/8/2018 21:32"," "," ","","0:08:50","need a oneway ticket from san clemente to union station los angeles"
"6/8/2018 21:28","Dan","0:02:55","Mobile Service Team","Session:2057187618:21040","System","","Other","11.1.2","null","0:00:00","0:00:00","6/8/2018 21:32"," "," ","","0:01:20","I just reset my password and got a reset confirmation e-mail"
"6/8/2018 21:28","Genie","0:03:06","Mobile Service Team","Session:2057187614:21117","Representative","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 21:31"," "," ","","0:02:00","may a ticket be purchased at one train sation for departure from another station."
"6/8/2018 21:28","Sienna","0:41:25","Sales Team","Session:2057187616:17082","System","1","Mobile Safari 11.0","iOS-11.4.1","Australia","0:01:18","0:01:18","6/8/2018 22:20"," "," ","","0:00:01","I just reset my password and the new password isn't working"
"6/8/2018 21:28","Priscilla","0:07:55","Sales Team","Session:2057187647:21019","Customer","1","f~61","Mac OS-10.12","Australia","0:00:29","0:00:40","6/8/2018 21:37"," "," ","","0:00:00","we need to leave Chatsworth at 6 am to be in Irvine 8 am"
"6/8/2018 21:28","Jurgen","0:47:07","Mobile Service Team","Session:2057187618:21030","Representative","1","c~67.0.3396.99","Mac OS-10.13.5","Australia","0:00:46","0:01:03","6/8/2018 22:15"," "," ","1","0:02:01","Does cname- run on the Metra lines."
"6/8/2018 21:28","Regina","0:21:06","Fixed Service Team","Session:2057187640:1693","Customer","1","Other","Android 6.0.1","null","0:00:34","0:01:12","6/8/2018 21:53"," "," ","1","0:01:32","is it possible for me to cancel part of my trip?"
"6/8/2018 21:28","Zahi","0:42:01","Mobile Service Team","Session:2057187648:20986","Customer","1","Other","11.4","null","0:00:43","0:01:07","6/8/2018 22:19"," "," ","","0:01:24","Does the premium include a room on the train?"
"6/8/2018 21:28","Pamera","0:13:27","Sales Team","Session:2057187618:21050","System","1","Other","11.4.1","null","0:00:32","0:01:16","6/8/2018 21:45"," "," ","","0:00:00","do you know if it's possible to catch the bus from grants pass and still make the 12:36 train?"
"6/8/2018 21:28","Carter","0:01:57","Mobile Technical Team","Session:2057187614:21083","System","","Mobile Safari 11.0","iOS-11.4.1","Australia","0:00:00","0:00:00","6/8/2018 21:30"," "," ","","0:05:17",""
"6/8/2018 21:28","Alana","0:08:18","Fixed Service Team","Session:2057187647:20991","Customer","1","c~68.0.3440.84","Windows-10","Singapore","0:00:33","0:02:23","6/8/2018 21:36"," "," ","","0:02:17","I want to get a refund on my ticket "
"6/8/2018 21:28","Mitto","0:07:17","Fixed Service Team","Session:2057187617:1708","Customer","1","Other","11.4","null","0:00:16","0:00:40","6/8/2018 21:35"," "," ","","0:00:01","I was wondering where in Sarasota does that bus leave me?"
"6/8/2018 21:28","Jayanth","0:02:56","Sales Team","Session:2057187648:20998","System","1","Other","11.4.1","null","0:01:11","0:01:16","6/8/2018 21:32"," "," ","","0:00:01","I'm trying to find a train station leaving from Orange, CA."
"6/8/2018 21:28","Ingrid","0:34:35","Mobile Technical Team","Session:2057187648:20941","Representative","1","c~68.0.3440.84","Windows-7","Australia","0:00:59","0:01:22","6/8/2018 22:08"," "," ","","0:05:36","Can i buy a ticket on my account and transfer it to another account"
"6/8/2018 21:28","Megan","0:13:07","Sales Team","Session:2057187648:20997","Customer","1","Other","Android 8.0.0","null","0:00:27","0:00:58","6/8/2018 21:41","10","No question","","0:00:01","what train station does the Northeast regional train station stop at in Richmond"
"6/8/2018 21:28","Mikayla","0:12:37","Mobile Service Team","Session:2057187617:1701","Customer","1","s~11.1.2","Mac OS-10.13.6","Australia","0:00:31","0:00:34","6/8/2018 21:45"," "," ","","0:01:39","I want to check to see if I was given the senior discount rate on my recent ticket purchase"
"6/8/2018 21:28","Mikayla","0:03:41","Mobile Service Team","Session:2057187648:20978","Customer","1","c~67.0.3396.99","Windows-7","Australia","0:00:19","0:00:53","6/8/2018 21:32","0"," ","","0:01:49","When I am choosing my ticket for my return it takes me to 12/21 "
"6/8/2018 21:28","Hacket","0:03:06","Mobile Service Team","Session:2057187618:21026","Representative","","Safari 11.1.2","Mac OS-10.13.6","Australia","0:00:00","0:00:00","6/8/2018 21:31"," "," ","","0:01:52","job opportunity  would you any idea of were to apply"
"6/8/2018 21:28","Hacket","0:24:03","Mobile Service Team","Session:2057187614:21112","Customer","1","Other","Android 6.0.1","null","0:01:10","0:01:57","6/8/2018 22:00","10","Yes Resolved","","0:01:57","i want to travel from Los Angeles to Carlsbad, CA on Thanksgiving"
"6/8/2018 21:27","Emjhay","0:37:05","Mobile Service Team","Session:2057187647:20986","Customer","1","c~67.0.3396.87","Android-6.0.1","Australia","0:00:52","0:00:51","6/8/2018 22:15","7","Did Not Resolve","","0:02:31","i am trying to pay for a ticket. the system times out"
"6/8/2018 21:27","Ada","0:38:15","Fixed Technical Team","Session:2057187617:1672","Customer","1","Other","Android 8.0.0","null","0:00:45","0:01:55","6/8/2018 22:09","0","Did Not Resolve","","0:08:50","on the train from Pittsburgh to Chigaco can i get a sleeper"
"6/8/2018 21:27","Harold","0:28:13","Mobile Service Team","Session:2057187618:21018","Customer","1","edge~17.17134","Windows-10","Australia","0:00:54","0:01:29","6/8/2018 21:58"," "," ","","0:02:41","I am trying to reschedule the return lag of a round trip but i do not have the reservation number"
"6/8/2018 21:27","Hagen","0:39:23","Sales Team","Session:2057187616:17077","Customer","1","c~67.0.3396.87","Mac OS-10.13.5","Australia","0:01:01","0:01:11","6/8/2018 22:07"," "," ","","0:00:00","Can I reserve a senior business class on Dec 23 from cml to ana in the early a.m.?"
"6/8/2018 21:27","Harold","0:31:38","Mobile Service Team","Session:2057187616:17064","Customer","1","c~68.0.3440.83","iOS-11.4.1","Australia","0:00:40","0:01:23","6/8/2018 22:20"," ","Yes Resolved","","0:02:30"," have  tickets for a ride for Santa Claus in December is for children's have from Burke to manassas , manassas to Burke ,"
"6/8/2018 21:27","Shai","0:18:20","Business Team","Session:2057187647:21011","Representative","1","c~67.0.3396.99","Windows-10","Australia","0:00:34","0:00:57","6/8/2018 21:46","8","Not sure","","0:00:01","How many times does the train leave Oklahoma City for Fort Worth Texas each day?"
"6/8/2018 21:27","Joan","0:28:11","Fixed Service Team","Session:2057187618:21044","System","1","samsung_browser~7.2","Android-8.0","Australia","0:00:42","0:01:20","6/8/2018 22:00"," "," ","1","0:00:02"," it is possible to stop off in Seattle  for a few days before continuing ?"
"6/8/2018 21:27","Decimus","0:16:14","Mobile Service Team","Session:2057187618:21034","Customer","1","Other","Android 8.0.0","null","0:01:05","0:01:03","6/8/2018 21:44","10","Not sure","","0:01:00","Do I need to pay now or can I just make a reservation an dpay later?"
"6/8/2018 21:27","Decimus","0:00:03","Mobile Service Team","Session:2057187614:21119","System","","Other","MacOS","null","0:00:00","0:00:00","6/8/2018 21:27"," "," ","","0:00:56","I have a question regarding the ""checked Baggage"". "
"6/8/2018 21:27","Zaine","0:03:05","Mobile Service Team","Session:2057187648:20983","Representative","","Other","11.4.1","null","0:00:00","0:00:00","6/8/2018 21:34"," "," ","","0:00:58","a one way from Sikeston mo to south bend in how much and ware to I get my ticket at and ware do I get on "
"6/8/2018 21:27","Levina","0:13:23","Mobile Service Team","Session:2057187617:1696","Customer","1","mobile_safari~11","iOS-11.4.1","Australia","0:00:20","0:00:34","6/8/2018 21:43","10","Yes Resolved","","0:02:38","Is there an AARP discount?"
"6/8/2018 21:27","Zelman","0:18:31","Mobile Service Team","Session:2057187618:21033","Customer","1","Other","11.4.1","null","0:00:34","0:01:42","6/8/2018 21:49","8","Multiple Contacts to Resolve","","0:00:58","Where do I get on the bus in riverside heading for cname--"
"6/8/2018 21:27","Tugenda","0:48:52","Mobile Service Team","Session:2057187648:20940","Representative","1","samsung_browser~5.4","Android-7","Australia","0:01:04","0:02:06","6/8/2018 22:16"," "," ","1","0:05:25","Need to perhaps talk with a live persom"
"6/8/2018 21:27","Able","0:03:05","Mobile Service Team","Session:2057187647:20983","Representative","","Mobile Safari 11.0","iOS-11.4","Australia","0:00:00","0:00:00","6/8/2018 21:42"," "," ","","0:02:35","Does the 57 Vermonter run out of Hartford or is there a bus to New Haven?"
"6/8/2018 21:27","Aldora","0:12:16","Fixed Service Team","Session:2057187640:1690","Customer","1","mobile_safari~10","iOS-10.2.1","Australia","0:00:40","0:00:32","6/8/2018 21:44"," "," ","","0:01:39","how much is a one-way ticket leaving november 25 from bakersfield ca. to martinez ca. ?"
"6/8/2018 21:27","Aldora","0:48:28","Fixed Service Team","Session:2057187618:21025","Representative","1","mobile_safari~11","iOS-11.4.1","Australia","0:00:38","0:02:30","6/8/2018 22:16"," "," ","","0:01:34","looking for discount coupons for one day round trip from Holland, MI to Chicago, ILL"
"6/8/2018 21:27","Eleanor","0:03:06","Mobile Service Team","Session:2057187618:21014","Representative","","Other","Linux","Asia/Pacific Region","0:00:00","0:00:00","6/8/2018 21:30"," "," ","","0:02:39","are teh Keystone service and the Pennsylvanian tracks in the 30th St. Station in Philadelphia"
"6/8/2018 21:27","Shai","0:48:40","Business Team","Session:2057187648:20964","System","1","mobile_safari~10","iOS-10.2.1","Australia","0:00:39","0:01:31","6/8/2018 22:18"," "," ","1","0:02:47","does cname- have a lost and found?"
"6/8/2018 21:27","Carter","0:00:49","Mobile Technical Team","Session:2057187648:20937","System","","Other","Linux","Australia","0:00:00","0:00:00","6/8/2018 21:28"," "," ","","0:05:13","we are trying to book a seat on the train for our son who wants to travel on 11-24-15 from Solana Beach CA to either Burbank Airport or Union Station "
"6/8/2018 21:27","Zaine","0:00:18","Mobile Service Team","Session:2057187618:21027","System","","Other","Linux","null","0:00:00","0:00:00","6/8/2018 21:28"," "," ","","0:01:13","I cant  find where I change my cc info online?"
"6/8/2018 21:27","April","0:35:07","Fixed Service Team","Session:2057187614:21102","Customer","1","Other","Android 7.1.1","null","0:00:36","0:02:50","6/8/2018 22:03"," "," ","","0:02:28","I'm geting the following error when i try to change reservations 01FFINISH OR IGNORE TRANSACTION 5SCH IS REQUIRED FOR E.T."
"6/8/2018 21:27","Edelina","0:29:22","Mobile Service Team","Session:2057187616:17043","Customer","1","Other","11.4.1","null","0:00:34","0:02:03","6/8/2018 21:58"," "," ","1","0:06:18","How do I find out if a train is on time coming into Redding Ca heading to Portland OR"
"6/8/2018 21:27","John","1:05:45","Mobile Service Team","Session:2057187617:1680","Customer","1","c~68.0.3440.84","Mac OS-10.10.5","Australia","0:00:34","0:00:35","6/8/2018 22:34","7","Multiple Contacts to Resolve","1","0:06:41","If train status has the train arriving an hour late, should I show up an hour before the estimated time of departure?"
"6/8/2018 21:27","Clarissa","0:16:08","Mobile Technical Team","Session:2057187618:20968","System","1","s~11.1.2","Mac OS-10.13.6","United Kingdom","0:01:21","0:01:02","6/8/2018 21:44"," "," ","","0:06:38","I want to cancel the Tuesday depart at 5:14, but keep the sunday depart"
"6/8/2018 21:27","Saer","0:03:06","Mobile Service Team","Session:2057187614:21106","Representative","","Other","Android 8.0.0","null","0:00:00","0:00:00","6/8/2018 21:32"," "," ","","0:01:45",""
"6/8/2018 21:27","Carter","0:00:17","Mobile Technical Team","Session:2057187618:20967","System","","Other","Linux","Australia","0:00:00","0:00:00","6/8/2018 21:27"," "," ","","0:06:30","When you take the train from Paoli to Elizabethtown, are the stops announced?"
